timestamp,x,y,z
1403636859951666688,4.609500,-1.823369,0.925970
1403636859956666368,4.609562,-1.823331,0.927681
1403636859961666560,4.609631,-1.823286,0.929350
1403636859966666496,4.609707,-1.823234,0.930974
1403636859971666688,4.609790,-1.823175,0.932551
1403636859976666368,4.609878,-1.823106,0.934082
1403636859981666560,4.609969,-1.823029,0.935564
1403636859986666496,4.610107,-1.822936,0.936998
1403636859991666432,4.610210,-1.822837,0.938381
1403636859996666368,4.610313,-1.822726,0.939713
1403636860001666560,4.610414,-1.822605,0.940993
1403636860006666496,4.610510,-1.822474,0.942220
1403636860011666432,4.610600,-1.822336,0.943392
1403636860016666368,4.610684,-1.822193,0.944506
1403636860021666560,4.610763,-1.822045,0.945558
1403636860026666496,4.610839,-1.821889,0.946544
1403636860031666432,4.610914,-1.821726,0.947459
1403636860036666368,4.610990,-1.821555,0.948299
1403636860041666560,4.611067,-1.821374,0.949060
1403636860046666496,4.611148,-1.821183,0.949740
1403636860051666432,4.611231,-1.820981,0.950335
1403636860056666624,4.611317,-1.820771,0.950848
1403636860061666560,4.611405,-1.820555,0.951279
1403636860066666496,4.611494,-1.820336,0.951626
1403636860071666432,4.611582,-1.820117,0.951890
1403636860076666624,4.611667,-1.819897,0.952068
1403636860081666560,4.611749,-1.819680,0.952162
1403636860086666496,4.611828,-1.819465,0.952175
1403636860091666432,4.612064,-1.819201,0.952044
1403636860096666624,4.612153,-1.818979,0.951889
1403636860101666560,4.612240,-1.818754,0.951655
1403636860106666496,4.612327,-1.818525,0.951342
1403636860111666432,4.612414,-1.818291,0.950948
1403636860116666624,4.612499,-1.818053,0.950474
1403636860121666304,4.612584,-1.817814,0.949918
1403636860126666496,4.612668,-1.817576,0.949280
1403636860131666432,4.612753,-1.817339,0.948560
1403636860136666624,4.612860,-1.817084,0.947724
1403636860141666304,4.612955,-1.816844,0.946830
1403636860146666496,4.613058,-1.816604,0.945852
1403636860151666432,4.613168,-1.816364,0.944787
1403636860156666624,4.613286,-1.816126,0.943635
1403636860161666304,4.613412,-1.815892,0.942394
1403636860166666496,4.613545,-1.815663,0.941066
1403636860171666432,4.613685,-1.815442,0.939653
1403636860176666624,4.613832,-1.815231,0.938160
1403636860181666560,4.613984,-1.815030,0.936588
1403636860186666496,4.614142,-1.814843,0.934940
1403636860191666688,4.614305,-1.814669,0.933219
1403636860196666368,4.614470,-1.814509,0.931430
1403636860201666560,4.614639,-1.814363,0.929578
1403636860206666496,4.614809,-1.814229,0.927666
1403636860211666688,4.614980,-1.814108,0.925694
1403636860216666368,4.615151,-1.813996,0.923667
1403636860221666560,4.615325,-1.813893,0.921585
1403636860226666496,4.615501,-1.813798,0.919449
1403636860231666688,4.615681,-1.813711,0.917256
1403636860236666368,4.615865,-1.813635,0.915003
1403636860241666560,4.616052,-1.813570,0.912688
1403636860246666496,4.616244,-1.813514,0.910312
1403636860251666432,4.616440,-1.813467,0.907878
1403636860256666368,4.616639,-1.813428,0.905391
1403636860261666560,4.616841,-1.813395,0.902855
1403636860266666496,4.617044,-1.813366,0.900277
1403636860271666432,4.617247,-1.813339,0.897661
1403636860276666368,4.617450,-1.813312,0.895014
1403636860281666560,4.617655,-1.813281,0.892343
1403636860286666496,4.617865,-1.813245,0.889650
1403636860291666432,4.618080,-1.813204,0.886939
1403636860296666368,4.618302,-1.813161,0.884208
1403636860301666560,4.618533,-1.813117,0.881456
1403636860306666496,4.618771,-1.813075,0.878683
1403636860311666432,4.619017,-1.813038,0.875887
1403636860316666624,4.619270,-1.813005,0.873071
1403636860321666560,4.619528,-1.812978,0.870234
1403636860326666496,4.619791,-1.812958,0.867376
1403636860331666432,4.620056,-1.812945,0.864499
1403636860336666624,4.620131,-1.812513,0.860839
1403636860341666560,4.620376,-1.812489,0.857887
1403636860346666496,4.620619,-1.812469,0.854920
1403636860351666432,4.620862,-1.812451,0.851943
1403636860356666624,4.621106,-1.812433,0.848958
1403636860361666560,4.621351,-1.812416,0.845968
1403636860366666496,4.621599,-1.812400,0.842977
1403636860371666432,4.621851,-1.812387,0.839987
1403636860376666624,4.622107,-1.812379,0.836997
1403636860381666304,4.622371,-1.812376,0.834010
1403636860386666496,4.622642,-1.812379,0.831026
1403636860391666432,4.622921,-1.812386,0.828045
1403636860396666624,4.623209,-1.812398,0.825069
1403636860401666304,4.623504,-1.812416,0.822097
1403636860406666496,4.623806,-1.812438,0.819130
1403636860411666432,4.624112,-1.812465,0.816167
1403636860416666624,4.624420,-1.812495,0.813207
1403636860421666304,4.624728,-1.812527,0.810252
1403636860426666496,4.625032,-1.812563,0.807301
1403636860431666688,4.625330,-1.812602,0.804358
1403636860436666368,4.625619,-1.812646,0.801425
1403636860441666560,4.625898,-1.812695,0.798503
1403636860446666496,4.626167,-1.812745,0.795597
1403636860451666688,4.626429,-1.812795,0.792707
1403636860456666368,4.626689,-1.812842,0.789836
1403636860461666560,4.626948,-1.812888,0.786984
1403636860466666496,4.627210,-1.812933,0.784151
1403636860471666688,4.627476,-1.812979,0.781337
1403636860476666368,4.627746,-1.813029,0.778545
1403636860481666560,4.628021,-1.813084,0.775777
1403636860486666496,4.628298,-1.813147,0.773035
1403636860491666432,4.628577,-1.813216,0.770324
1403636860496666368,4.628853,-1.813294,0.767644
1403636860501666560,4.629125,-1.813380,0.765000
1403636860506666496,4.629388,-1.813472,0.762393
1403636860511666432,4.629643,-1.813569,0.759826
1403636860516666368,4.629887,-1.813667,0.757300
1403636860521666560,4.630121,-1.813764,0.754812
1403636860526666496,4.630346,-1.813856,0.752358
1403636860531666432,4.630562,-1.813944,0.749939
1403636860536666368,4.630774,-1.814024,0.747555
1403636860541666560,4.630987,-1.814094,0.745209
1403636860546666496,4.631206,-1.814150,0.742903
1403636860551666432,4.631435,-1.814195,0.740634
1403636860556666624,4.631674,-1.814233,0.738399
1403636860561666560,4.631924,-1.814271,0.736200
1403636860566666496,4.632183,-1.814312,0.734034
1403636860571666432,4.632448,-1.814358,0.731906
1403636860576666624,4.632718,-1.814409,0.729816
1403636860581666560,4.632988,-1.814466,0.727767
1403636860586666496,4.633257,-1.814529,0.725759
1403636860591666432,4.633521,-1.814600,0.723790
1403636860596666624,4.633777,-1.814680,0.721861
1403636860601666560,4.634025,-1.814767,0.719970
1403636860606666496,4.634264,-1.814860,0.718115
1403636860611666432,4.634498,-1.814954,0.716299
1403636860616666624,4.634729,-1.815046,0.714519
1403636860621666304,4.634960,-1.815131,0.712776
1403636860626666496,4.635192,-1.815209,0.711069
1403636860631666432,4.635425,-1.815280,0.709400
1403636860636666624,4.635660,-1.815343,0.707769
1403636860641666304,4.635895,-1.815398,0.706180
1403636860646666496,4.636132,-1.815446,0.704635
1403636860651666432,4.636370,-1.815487,0.703134
1403636860656666624,4.636606,-1.815523,0.701680
1403636860661666304,4.636840,-1.815557,0.700274
1403636860666666496,4.637067,-1.815592,0.698916
1403636860671666432,4.637286,-1.815630,0.697607
1403636860676666624,4.637497,-1.815670,0.696346
1403636860681666560,4.637698,-1.815713,0.695137
1403636860686666496,4.637550,-1.815644,0.692310
1403636860691666688,4.637760,-1.815706,0.691176
1403636860696666368,4.637964,-1.815764,0.690097
1403636860701666560,4.638162,-1.815817,0.689073
1403636860706666496,4.638356,-1.815863,0.688104
1403636860711666688,4.638548,-1.815903,0.687191
1403636860716666368,4.638737,-1.815937,0.686333
1403636860721666560,4.638925,-1.815964,0.685532
1403636860726666496,4.639109,-1.815984,0.684790
1403636860731666688,4.639361,-1.816044,0.684123
1403636860736666368,4.639551,-1.816062,0.683507
1403636860741666560,4.639736,-1.816075,0.682953
1403636860746666496,4.639913,-1.816082,0.682460
1403636860751666432,4.640082,-1.816087,0.682028
1403636860756666368,4.640243,-1.816089,0.681656
1403636860761666560,4.640396,-1.816089,0.681344
1403636860766666496,4.640542,-1.816088,0.681091
1403636860771666432,4.640681,-1.816087,0.680898
1403636860776666368,4.640814,-1.816084,0.680765
1403636860781666560,4.640939,-1.816078,0.680694
1403636860786666496,4.641171,-1.816142,0.680722
1403636860791666432,4.641301,-1.816141,0.680786
1403636860796666368,4.641422,-1.816136,0.680916
1403636860801666560,4.641532,-1.816127,0.681114
1403636860806666496,4.641632,-1.816114,0.681383
1403636860811666432,4.641720,-1.816096,0.681724
1403636860816666624,4.641798,-1.816074,0.682136
1403636860821666560,4.641868,-1.816049,0.682618
1403636860826666496,4.641931,-1.816019,0.683168
1403636860831666432,4.641987,-1.815988,0.683785
1403636860836666624,4.642140,-1.816018,0.684514
1403636860841666560,4.642202,-1.815992,0.685273
1403636860846666496,4.642258,-1.815963,0.686099
1403636860851666432,4.642305,-1.815930,0.686992
1403636860856666624,4.642344,-1.815890,0.687953
1403636860861666560,4.642374,-1.815846,0.688981
1403636860866666496,4.642393,-1.815796,0.690078
1403636860871666432,4.642403,-1.815742,0.691244
1403636860876666624,4.642404,-1.815685,0.692479
1403636860881666304,4.642396,-1.815627,0.693781
1403636860886666496,4.642382,-1.815566,0.695150
1403636860891666432,4.642363,-1.815501,0.696587
1403636860896666624,4.642341,-1.815432,0.698089
1403636860901666304,4.642317,-1.815358,0.699657
1403636860906666496,4.642288,-1.815281,0.701287
1403636860911666432,4.642255,-1.815201,0.702980
1403636860916666624,4.642219,-1.815118,0.704733
1403636860921666304,4.642177,-1.815034,0.706544
1403636860926666496,4.642131,-1.814949,0.708415
1403636860931666688,4.642080,-1.814862,0.710343
1403636860936666368,4.642023,-1.814776,0.712326
1403636860941666560,4.641957,-1.814689,0.714363
1403636860946666496,4.641883,-1.814602,0.716454
1403636860951666688,4.641800,-1.814512,0.718597
1403636860956666368,4.641709,-1.814416,0.720792
1403636860961666560,4.641610,-1.814313,0.723041
1403636860966666496,4.641502,-1.814202,0.725341
1403636860971666688,4.641387,-1.814082,0.727692
1403636860976666368,4.641263,-1.813951,0.730091
1403636860981666560,4.641133,-1.813811,0.732535
1403636860986666496,4.640996,-1.813660,0.735021
1403636860991666432,4.640852,-1.813502,0.737548
1403636860996666368,4.640700,-1.813340,0.740112
1403636861001666560,4.640542,-1.813174,0.742714
1403636861006666496,4.640375,-1.813007,0.745350
1403636861011666432,4.640202,-1.812841,0.748018
1403636861016666368,4.640024,-1.812674,0.750714
1403636861021666560,4.639842,-1.812508,0.753437
1403636861026666496,4.639656,-1.812344,0.756185
1403636861031666432,4.639465,-1.812181,0.758957
1403636861036666368,4.639268,-1.812020,0.761751
1403636861041666560,4.639064,-1.811858,0.764568
1403636861046666496,4.638853,-1.811693,0.767409
1403636861051666432,4.638633,-1.811524,0.770276
1403636861056666624,4.638405,-1.811349,0.773167
1403636861061666560,4.638169,-1.811168,0.776084
1403636861066666496,4.637925,-1.810979,0.779024
1403636861071666432,4.637673,-1.810784,0.781985
1403636861076666624,4.637415,-1.810582,0.784964
1403636861081666560,4.637149,-1.810376,0.787959
1403636861086666496,4.636877,-1.810166,0.790970
1403636861091666432,4.636600,-1.809956,0.793994
1403636861096666624,4.636318,-1.809746,0.797029
1403636861101666560,4.636030,-1.809537,0.800072
1403636861106666496,4.635738,-1.809329,0.803119
1403636861111666432,4.635443,-1.809119,0.806168
1403636861116666624,4.635146,-1.808909,0.809218
1403636861121666304,4.634848,-1.808694,0.812268
1403636861126666496,4.634552,-1.808473,0.815317
1403636861131666432,4.634259,-1.808242,0.818368
1403636861136666624,4.633967,-1.808000,0.821423
1403636861141666304,4.633676,-1.807747,0.824484
1403636861146666496,4.633382,-1.807486,0.827555
1403636861151666432,4.633082,-1.807218,0.830638
1403636861156666624,4.632774,-1.806946,0.833734
1403636861161666304,4.632457,-1.806673,0.836846
1403636861166666496,4.632132,-1.806401,0.839975
1403636861171666432,4.631800,-1.806133,0.843118
1403636861176666624,4.631463,-1.805871,0.846275
1403636861181666560,4.631124,-1.805616,0.849439
1403636861186666496,4.630785,-1.805367,0.852604
1403636861191666688,4.630449,-1.805122,0.855766
1403636861196666368,4.630118,-1.804879,0.858922
1403636861201666560,4.629793,-1.804637,0.862069
1403636861206666496,4.629475,-1.804394,0.865210
1403636861211666688,4.629164,-1.804149,0.868342
1403636861216666368,4.628862,-1.803901,0.871467
1403636861221666560,4.628568,-1.803649,0.874583
1403636861226666496,4.628282,-1.803392,0.877693
1403636861231666688,4.628004,-1.803131,0.880798
1403636861236666368,4.627732,-1.802869,0.883899
1403636861241666560,4.627464,-1.802608,0.886997
1403636861246666496,4.627201,-1.802350,0.890094
1403636861251666432,4.626942,-1.802095,0.893191
1403636861256666368,4.626686,-1.801844,0.896286
1403636861261666560,4.626432,-1.801598,0.899377
1403636861266666496,4.626180,-1.801357,0.902461
1403636861271666432,4.625929,-1.801120,0.905535
1403636861276666368,4.625678,-1.800886,0.908599
1403636861281666560,4.625428,-1.800654,0.911648
1403636861286666496,4.625180,-1.800423,0.914680
1403636861291666432,4.624934,-1.800191,0.917690
1403636861296666368,4.624692,-1.799956,0.920673
1403636861301666560,4.624456,-1.799716,0.923626
1403636861306666496,4.624226,-1.799472,0.926546
1403636861311666432,4.624004,-1.799223,0.929430
1403636861316666624,4.623789,-1.798971,0.932276
1403636861321666560,4.623583,-1.798715,0.935082
1403636861326666496,4.623385,-1.798455,0.937848
1403636861331666432,4.623196,-1.798191,0.940571
1403636861336666624,4.629854,-1.801055,0.947689
1403636861341666560,4.629790,-1.800817,0.950414
1403636861346666496,4.629730,-1.800577,0.953097
1403636861351666432,4.629671,-1.800338,0.955737
1403636861356666624,4.629611,-1.800103,0.958333
1403636861361666560,4.629546,-1.799873,0.960884
1403636861366666496,4.629474,-1.799649,0.963389
1403636861371666432,4.629394,-1.799430,0.965847
1403636861376666624,4.629306,-1.799216,0.968256
1403636861381666304,4.629210,-1.799006,0.970611
1403636861386666496,4.629107,-1.798800,0.972910
1403636861391666432,4.628999,-1.798597,0.975148
1403636861396666624,4.628891,-1.798396,0.977320
1403636861401666304,4.628783,-1.798197,0.979424
1403636861406666496,4.628679,-1.797997,0.981456
1403636861411666432,4.628580,-1.797796,0.983414
1403636861416666624,4.628489,-1.797592,0.985297
1403636861421666304,4.628407,-1.797385,0.987103
1403636861426666496,4.628334,-1.797173,0.988832
1403636861431666688,4.628270,-1.796960,0.990484
1403636861436666368,4.628276,-1.796650,0.992182
1403636861441666560,4.628229,-1.796433,0.993690
1403636861446666496,4.628186,-1.796225,0.995119
1403636861451666688,4.628144,-1.796025,0.996466
1403636861456666368,4.628101,-1.795834,0.997731
1403636861461666560,4.628057,-1.795652,0.998911
1403636861466666496,4.628009,-1.795477,1.000008
1403636861471666688,4.627958,-1.795309,1.001021
1403636861476666368,4.627903,-1.795144,1.001948
1403636861481666560,4.627846,-1.794982,1.002789
1403636861486666496,4.627793,-1.794791,1.003549
1403636861491666432,4.627731,-1.794623,1.004214
1403636861496666368,4.627668,-1.794454,1.004789
1403636861501666560,4.627604,-1.794285,1.005275
1403636861506666496,4.627542,-1.794116,1.005673
1403636861511666432,4.627483,-1.793946,1.005985
1403636861516666368,4.627429,-1.793774,1.006210
1403636861521666560,4.627380,-1.793601,1.006347
1403636861526666496,4.627337,-1.793427,1.006397
1403636861531666432,4.627296,-1.793255,1.006360
1403636861536666368,4.627263,-1.793057,1.006231
1403636861541666560,4.627226,-1.792885,1.006022
1403636861546666496,4.627188,-1.792718,1.005727
1403636861551666432,4.627148,-1.792557,1.005346
1403636861556666624,4.627107,-1.792402,1.004880
1403636861561666560,4.627064,-1.792255,1.004326
1403636861566666496,4.627020,-1.792114,1.003685
1403636861571666432,4.626975,-1.791978,1.002956
1403636861576666624,4.626931,-1.791847,1.002138
1403636861581666560,4.626888,-1.791721,1.001233
1403636861586666496,4.626846,-1.791601,1.000244
1403636861591666432,4.626805,-1.791489,0.999173
1403636861596666624,4.626766,-1.791383,0.998021
1403636861601666560,4.626729,-1.791286,0.996793
1403636861606666496,4.626695,-1.791196,0.995490
1403636861611666432,4.626663,-1.791114,0.994116
1403636861616666624,4.626634,-1.791040,0.992670
1403636861621666304,4.626607,-1.790974,0.991154
1403636861626666496,4.626579,-1.790916,0.989568
1403636861631666432,4.626550,-1.790865,0.987914
1403636861636666624,4.626519,-1.790822,0.986194
1403636861641666304,4.626487,-1.790784,0.984413
1403636861646666496,4.626455,-1.790749,0.982572
1403636861651666432,4.626423,-1.790718,0.980674
1403636861656666624,4.626390,-1.790693,0.978716
1403636861661666304,4.626356,-1.790674,0.976700
1403636861666666496,4.626322,-1.790664,0.974627
1403636861671666432,4.626292,-1.790660,0.972502
1403636861676666624,4.626266,-1.790665,0.970325
1403636861681666560,4.626246,-1.790676,0.968098
1403636861686666496,4.626230,-1.790694,0.965820
1403636861691666688,4.626218,-1.790720,0.963493
1403636861696666368,4.626209,-1.790752,0.961122
1403636861701666560,4.626201,-1.790791,0.958711
1403636861706666496,4.626193,-1.790836,0.956267
1403636861711666688,4.626186,-1.790884,0.953795
1403636861716666368,4.626182,-1.790932,0.951298
1403636861721666560,4.626183,-1.790980,0.948780
1403636861726666496,4.626189,-1.791029,0.946240
1403636861731666688,4.626203,-1.791078,0.943678
1403636861736666368,4.626224,-1.791129,0.941096
1403636861741666560,4.626254,-1.791184,0.938497
1403636861746666496,4.626293,-1.791244,0.935881
1403636861751666432,4.626339,-1.791310,0.933251
1403636861756666368,4.626392,-1.791384,0.930605
1403636861761666560,4.626449,-1.791466,0.927943
1403636861766666496,4.626509,-1.791557,0.925262
1403636861771666432,4.626570,-1.791653,0.922563
1403636861776666368,4.626631,-1.791756,0.919844
1403636861781666560,4.626690,-1.791865,0.917105
1403636861786666496,4.626747,-1.791979,0.914348
1403636861791666432,4.626801,-1.792100,0.911574
1403636861796666368,4.626855,-1.792226,0.908786
1403636861801666560,4.626909,-1.792359,0.905987
1403636861806666496,4.626966,-1.792497,0.903180
1403636861811666432,4.627028,-1.792642,0.900367
1403636861816666624,4.627097,-1.792797,0.897551
1403636861821666560,4.627172,-1.792964,0.894731
1403636861826666496,4.627255,-1.793146,0.891907
1403636861831666432,4.627345,-1.793343,0.889077
1403636861836666624,4.627443,-1.793558,0.886242
1403636861841666560,4.627547,-1.793787,0.883398
1403636861846666496,4.627659,-1.794029,0.880546
1403636861851666432,4.627776,-1.794280,0.877685
1403636861856666624,4.627895,-1.794539,0.874815
1403636861861666560,4.628012,-1.794803,0.871936
1403636861866666496,4.628123,-1.795071,0.869050
1403636861871666432,4.628226,-1.795342,0.866161
1403636861876666624,4.628319,-1.795611,0.863273
1403636861881666304,4.628404,-1.795877,0.860389
1403636861886666496,4.628482,-1.796139,0.857511
1403636861891666432,4.628556,-1.796400,0.854637
1403636861896666624,4.628628,-1.796662,0.851765
1403636861901666304,4.628704,-1.796927,0.848892
1403636861906666496,4.628785,-1.797197,0.846014
1403636861911666432,4.628874,-1.797473,0.843130
1403636861916666624,4.628971,-1.797757,0.840238
1403636861921666304,4.629078,-1.798047,0.837338
1403636861926666496,4.629190,-1.798343,0.834430
1403636861931666688,4.629306,-1.798644,0.831516
1403636861936666368,4.629422,-1.798951,0.828597
1403636861941666560,4.629535,-1.799262,0.825676
1403636861946666496,4.629642,-1.799575,0.822756
1403636861951666688,4.629742,-1.799889,0.819840
1403636861956666368,4.629835,-1.800203,0.816929
1403636861961666560,4.629923,-1.800516,0.814026
1403636861966666496,4.630007,-1.800829,0.811129
1403636861971666688,4.630091,-1.801144,0.808240
1403636861976666368,4.630178,-1.801462,0.805356
1403636861981666560,4.630269,-1.801787,0.802478
1403636861986666496,4.630365,-1.802121,0.799606
1403636861991666432,4.630469,-1.802463,0.796742
1403636861996666368,4.630578,-1.802811,0.793888
1403636862001666560,4.630693,-1.803164,0.791048
1403636862006666496,4.630811,-1.803521,0.788225
1403636862011666432,4.630928,-1.803881,0.785423
1403636862016666368,4.631041,-1.804244,0.782647
1403636862021666560,4.631147,-1.804608,0.779899
1403636862026666496,4.631246,-1.804971,0.777180
1403636862031666432,4.631339,-1.805333,0.774493
1403636862036666368,4.631429,-1.805694,0.771835
1403636862041666560,4.631519,-1.806054,0.769206
1403636862046666496,4.631613,-1.806411,0.766602
1403636862051666432,4.631712,-1.806768,0.764021
1403636862056666624,4.631818,-1.807125,0.761458
1403636862061666560,4.631932,-1.807482,0.758912
1403636862066666496,4.632053,-1.807837,0.756381
1403636862071666432,4.632180,-1.808190,0.753868
1403636862076666624,4.632310,-1.808538,0.751374
1403636862081666560,4.632438,-1.808881,0.748903
1403636862086666496,4.633556,-1.808467,0.743672
1403636862091666432,4.633694,-1.808804,0.741197
1403636862096666624,4.633821,-1.809133,0.738758
1403636862101666560,4.633934,-1.809455,0.736360
1403636862106666496,4.634033,-1.809769,0.734006
1403636862111666432,4.634119,-1.810074,0.731698
1403636862116666624,4.634193,-1.810369,0.729440
1403636862121666304,4.634258,-1.810654,0.727233
1403636862126666496,4.634316,-1.810929,0.725074
1403636862131666432,4.634371,-1.811195,0.722962
1403636862136666624,4.634443,-1.811489,0.720856
1403636862141666304,4.634505,-1.811747,0.718819
1403636862146666496,4.634575,-1.811997,0.716820
1403636862151666432,4.634655,-1.812238,0.714860
1403636862156666624,4.634746,-1.812471,0.712941
1403636862161666304,4.634845,-1.812697,0.711065
1403636862166666496,4.634952,-1.812916,0.709236
1403636862171666432,4.635065,-1.813128,0.707457
1403636862176666624,4.635182,-1.813329,0.705735
1403636862181666560,4.635300,-1.813516,0.704076
1403636862186666496,4.635438,-1.813727,0.702458
1403636862191666688,4.635556,-1.813891,0.700935
1403636862196666368,4.635668,-1.814038,0.699487
1403636862201666560,4.635776,-1.814168,0.698114
1403636862206666496,4.635880,-1.814281,0.696817
1403636862211666688,4.635982,-1.814379,0.695592
1403636862216666368,4.636082,-1.814465,0.694437
1403636862221666560,4.636182,-1.814541,0.693350
1403636862226666496,4.636283,-1.814610,0.692328
1403636862231666688,4.636386,-1.814676,0.691371
1403636862236666368,4.636523,-1.814787,0.690462
1403636862241666560,4.636638,-1.814858,0.689633
1403636862246666496,4.636755,-1.814926,0.688872
1403636862251666432,4.636870,-1.814995,0.688179
1403636862256666368,4.636983,-1.815063,0.687558
1403636862261666560,4.637090,-1.815129,0.687010
1403636862266666496,4.637190,-1.815192,0.686538
1403636862271666432,4.637284,-1.815250,0.686147
1403636862276666368,4.637369,-1.815300,0.685838
1403636862281666560,4.637447,-1.815341,0.685612
1403636862286666496,4.637548,-1.815412,0.685467
1403636862291666432,4.637618,-1.815438,0.685403
1403636862296666368,4.637680,-1.815450,0.685418
1403636862301666560,4.637736,-1.815450,0.685514
1403636862306666496,4.637785,-1.815439,0.685693
1403636862311666432,4.637828,-1.815418,0.685955
1403636862316666624,4.637864,-1.815389,0.686302
1403636862321666560,4.637894,-1.815353,0.686733
1403636862326666496,4.637916,-1.815311,0.687251
1403636862331666432,4.637930,-1.815265,0.687855
1403636862336666624,4.637934,-1.815216,0.688550
1403636862341666560,4.637930,-1.815166,0.689337
1403636862346666496,4.637917,-1.815115,0.690217
1403636862351666432,4.637897,-1.815064,0.691191
1403636862356666624,4.637871,-1.815012,0.692257
1403636862361666560,4.637843,-1.814959,0.693411
1403636862366666496,4.637813,-1.814904,0.694648
1403636862371666432,4.637784,-1.814848,0.695965
1403636862376666624,4.637756,-1.814790,0.697358
1403636862381666304,4.637729,-1.814730,0.698824
1403636862386666496,4.637704,-1.814668,0.700365
1403636862391666432,4.637677,-1.814604,0.701978
1403636862396666624,4.637650,-1.814537,0.703665
1403636862401666304,4.637620,-1.814467,0.705423
1403636862406666496,4.637586,-1.814394,0.707252
1403636862411666432,4.637547,-1.814318,0.709150
1403636862416666624,4.637504,-1.814240,0.711117
1403636862421666304,4.637455,-1.814158,0.713150
1403636862426666496,4.637402,-1.814072,0.715247
1403636862431666688,4.637344,-1.813981,0.717405
1403636862436666368,4.637281,-1.813883,0.719622
1403636862441666560,4.637213,-1.813777,0.721894
